YEAR,STREET NAME,UNIT #,PROPERTY TYPE,BEDROOM,BATHROOM,MONTHLY RENT ($),SECURITY ($),LEASOR,MAX # of TENANTS,FURNISHED (Y/P/N),WATER (Y/N),TRASH (Y/N)
2000,ABREGO,"2-6,9-34,36-60",,1.0,1,895.0,975.0,KAMAP,,N,,
2000,ABREGO,7,,1.0,1,950.0,2750.0,KAMAP,,N,,
2000,ABREGO,"8,34,35,61",,1.0,1,975.0,2880.0,KAMAP,,N,,
2000,CAMINO CORTO,B,,3.0,2,2750.0,1975.0,KAMAP,,N,,
2000,CAMINO CORTO,A,,3.0,3,2880.0,925.0,KAMAP,,N,,
2000,CAMINO CORTO,"A, B",,2.0,2,1975.0,950.0,KAMAP,,N,,
2000,CORDOBA,"3,8-12,15-20,23-28,31-36",,1.0,1,925.0,975.0,KAMAP,,N,,
2000,CORDOBA,1,,1.0,1,950.0,995.0,KAMAP,,N,,
2000,CORDOBA,"5,6",,1.0,1,975.0,1595.0,KAMAP,,N,,
2000,CORDOBA,"21,22",,1.0,1,995.0,1400.0,KAMAP,,N,,
2000,CORDOBA,"13,14,29,30",,2.0,2,1595.0,1500.0,KAMAP,,N,,
2000,CORDOBA,"1, 2",,2.0,2,1400.0,1500.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,CORDOBA,"3, 4",,2.0,2,1500.0,2500.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,CORDOBA,"A, B",,2.0,1,1350.0,2350.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,CORDOBA,"C, D",,2.0,1,1375.0,2375.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,H,,3.0,3,4500.0,2085.0,BEN&BEV ROBERTS PROP,,N,,
2000,DEL PLAYA,B,,2.0,1,1675.0,2675.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,C,,2.0,1,2085.0,3085.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,A,,3.0,2,2800.0,4300.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,B,,3.0,2,2850.0,4350.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,A,,2.0,2,2150.0,3150.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,B,,2.0,2,2200.0,3200.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,A,,3.0,2,2500.0,4000.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,B,,3.0,2,2550.0,4000.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,A,,2.0,2,1975.0,2975.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,B,,2.0,2,2000.0,3000.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,A,,3.0,2,2500.0,4000.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,B,,3.0,2,2550.0,4050.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,A,,2.0,2,2000.0,3000.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,B,,2.0,2,2050.0,3050.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,A,,2.0,2,2250.0,3250.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,B,,2.0,2,2290.0,3290.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,DEL PLAYA,"A, B",,2.0,1,1700.0,1700.0,BEN&BEV ROBERTS PROP,,N,,
2000,DEL PLAYA,"A, B",,2.0,1,1700.0,1800.0,BEN&BEV ROBERTS PROP,,N,,
2000,DEL PLAYA,"A, B",,2.0,1,1700.0,995.0,BEN&BEV ROBERTS PROP,,N,,
2000,DEL PLAYA,"A, B",,2.0,2,1800.0,1590.0,BEN&BEV ROBERTS PROP,,N,,
2000,EL EMBARCADERO,4,,1.0,1,995.0,1495.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,EL EMBARCADERO,1,,2.0,2,1590.0,2590.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,EL EMBARCADERO,2,,2.0,1,1440.0,2440.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,EL EMBARCADERO,3,,3.0,2,2340.0,3840.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,EL NIDO,1,,2.0,2,1640.0,2640.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,EL NIDO,2,,2.0,1,1525.0,2525.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,EL NIDO,3,,2.0,2,1650.0,2650.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,EL NIDO,4,,2.0,2,1675.0,2675.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,EL NIDO,2,,2.0,1.5,1625.0,1850.0,KAMAP,,N,,
2000,EL NIDO,1,,2.0,2,1700.0,1625.0,KAMAP,,N,,
2000,EL NIDO,"3,4",,2.0,2,1850.0,1850.0,KAMAP,,N,,
2000,EL NIDO,2,,2.0,1.5,1625.0,925.0,KAMAP,,N,,
2000,EL NIDO,"1,3,4",,2.0,2,1850.0,950.0,KAMAP,,N,,
2000,EL NIDO,"5-8,11,12,14",,1.0,1,925.0,975.0,KAMAP,,N,,
2000,EL NIDO,"1,2",,1.0,1,950.0,950.0,KAMAP,,N,,
2000,EL NIDO,"3,9",,1.0,1,975.0,895.0,KAMAP,,N,,
2000,EL NIDO,"4,10,13,15,16",,1.0,1,995.0,1395.0,KAMAP,,N,,
2000,EMBARCADERO DEL NORTE,"203,204,217",,1.0,1,895.0,1475.0,KAMAP,,N,,
2000,EMBARCADERO DEL NORTE,"101,201",,2.0,1,1395.0,1495.0,KAMAP,,N,,
2000,EMBARCADERO DEL NORTE,"102,113,115,116,202,210,211,213,215,216",,2.0,2,1475.0,1695.0,KAMAP,,N,,
2000,EMBARCADERO DEL NORTE,"105,205",,2.0,2,1495.0,1740.0,KAMAP,,N,,
2000,EMBARCADERO DEL NORTE,"112,114,212,214",,2.0,2,1695.0,1750.0,KAMAP,,N,,
2000,EMBARCADERO DEL NORTE,103,,2.0,2,1740.0,895.0,KAMAP,,N,,
2000,EMBARCADERO DEL NORTE,206-209,,2.0,2,1750.0,1700.0,KAMAP,,N,,
2000,PASADO,"220,221",,1.0,1,895.0,1925.0,KAMAP,,N,,
2000,PASADO,"A, B",,2.0,1,1700.0,2880.0,BEN&BEV ROBERTS PROP,,N,,
2000,PASADO,H,,2.0,2,1925.0,1925.0,KAMAP,,N,,
2000,PASADO,H,,3.0,3,2880.0,2880.0,KAMAP,,N,,
2000,PASADO,H,,2.0,2,1925.0,1700.0,KAMAP,,N,,
2000,PASADO,H,,3.0,3,2880.0,1900.0,KAMAP,,N,,
2000,PASADO,H,,2.0,1,1700.0,1700.0,BEN&BEV ROBERTS PROP,,N,,
2000,PASADO,H,,2.0,2,1900.0,1750.0,KAMAP,,N,,
2000,PASADO,H,,2.0,1,1700.0,1695.0,BEN&BEV ROBERTS PROP,,N,,
2000,PICASSO,218,,2.0,2,1750.0,1750.0,KAMAP,,N,,
2000,PICASSO,"126-128,226-228",,2.0,2,1695.0,1625.0,KAMAP,,N,,
2000,PICASSO,"119,219,223-225,231",,2.0,2,1750.0,1700.0,KAMAP,,N,,
2000,SABADO TARDE,2,,2.0,1.5,1625.0,1850.0,KAMAP,,N,,
2000,SABADO TARDE,1,,2.0,2,1700.0,1650.0,KAMAP,,N,,
2000,SABADO TARDE,"3,4",,2.0,2,1850.0,1500.0,KAMAP,,N,,
2000,SABADO TARDE,"1, 3",,2.0,2,1650.0,2650.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,2,,2.0,1,1500.0,2500.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,4,,2.0,2,1675.0,2675.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,5,,1.0,1,895.0,1650.0,KAMAP,,N,,
2000,SABADO TARDE,7,,1.0,1,950.0,1695.0,KAMAP,,N,,
2000,SABADO TARDE,6,,2.0,2,1650.0,1850.0,KAMAP,,N,,
2000,SABADO TARDE,2,,2.0,2,1695.0,1795.0,KAMAP,,N,,
2000,SABADO TARDE,1,,2.0,2,1850.0,950.0,KAMAP,,N,,
2000,SABADO TARDE,"3,4,8",,2.0,2,1795.0,995.0,KAMAP,,N,,
2000,SABADO TARDE,"A2,B2",,1.0,1,950.0,1925.0,KAMAP,,N,,
2000,SABADO TARDE,"A1,A3,B3",,1.0,1,995.0,1950.0,KAMAP,,N,,
2000,SABADO TARDE,"A5-A11,B5-B11",,2.0,2,1925.0,1985.0,KAMAP,,N,,
2000,SABADO TARDE,"A4,B4",,2.0,2,1950.0,950.0,KAMAP,,N,,
2000,SABADO TARDE,"A12,B12",,2.0,2,1985.0,970.0,KAMAP,,N,,
2000,SABADO TARDE,"B, D, F, H",,1.0,1,950.0,1450.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,"A, E",,1.0,1,970.0,1470.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,"C, G",,1.0,1,990.0,1490.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,,HOUSE,3.0,2,2700.0,3450.0,"Bartlein & Company, Inc.",,N,N,N
2000,SABADO TARDE,"1, 5",,1.0,1,940.0,1440.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,2,,1.0,1,900.0,1400.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,3,,1.0,1,930.0,1430.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,4. 6,,1.0,1,960.0,1460.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,"1, 4",,2.0,2,1650.0,2650.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,"2, 3",,2.0,2,1625.0,2625.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,"5, 8",,2.0,2,1675.0,2675.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,"6, 7",,2.0,2,1635.0,2635.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,1,,2.0,2,1590.0,2590.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,2,,2.0,1,1400.0,2400.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,"3, 4",,2.0,2,1625.0,2625.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,"1, 5",,1.0,1,940.0,1440.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,2,,1.0,1,900.0,1400.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,3,,1.0,1,930.0,1430.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,"4, 6",,1.0,1,960.0,1460.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,"1,3,4",,2.0,2,1700.0,1600.0,BEN&BEV ROBERTS PROP,,N,,
2000,SABADO TARDE,2,,2.0,1.5,1100.0,1900.0,BEN&BEV ROBERTS PROP,,N,,
2000,SABADO TARDE,"A, B",,2.0,1,1600.0,1950.0,BEN&BEV ROBERTS PROP,,N,,
2000,SABADO TARDE,A,,2.0,2,1900.0,2900.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,B,,2.0,2,1950.0,2950.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,A,,2.0,2,1890.0,2890.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,B,,2.0,2,1940.0,2940.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,"A, B",,2.0,1,1600.0,1600.0,BEN&BEV ROBERTS PROP,,N,,
2000,SABADO TARDE,"A, B",,2.0,1,1600.0,1690.0,BEN&BEV ROBERTS PROP,,N,,
2000,SABADO TARDE,"A, B",,2.0,1,1600.0,1725.0,BEN&BEV ROBERTS PROP,,N,,
2000,SABADO TARDE,A,,2.0,1,1690.0,2690.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,B,,2.0,1,1725.0,2725.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SABADO TARDE,,HOUSE,3.0,2,2950.0,4450.0,"Bartlein & Company, Inc.",,N,N,Y
2000,SABADO TARDE,H,,4.0,3.5,4300.0,920.0,BEN&BEV ROBERTS PROP,,N,,
2000,SABADO TARDE,H,,3.0,2,2600.0,920.0,BEN&BEV ROBERTS PROP,,N,,
2000,SEVILLE,"2, 3, 5",,1.0,1,920.0,1420.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,4,,1.0,1.5,920.0,1420.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,7,,1.0,1,935.0,1435.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,"8, 9, 10",,1.0,1,940.0,1440.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,1,,2.0,1,1500.0,2500.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,6,,2.0,1,1540.0,2540.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,3,,0.0,1,925.0,1425.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,8,,0.0,1,895.0,1395.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,"2, 4",,1.0,1,930.0,1430.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,"1, 5",,1.0,1,940.0,1440.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,"6, 9",,1.0,1,965.0,1465.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,10,,1.0,1,995.0,1495.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,7,,1.0,1,960.0,1460.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,11-20,,1.0,1,960.0,1460.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SEVILLE,1-10,,2.0,1.5,1650.0,2650.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,SUENO,H,,2.0,2,1925.0,990.0,KAMAP,,N,,
2000,SUENO,H,,3.0,3,2880.0,960.0,KAMAP,,N,,
2000,TRIGO,1,,1.0,1,990.0,1490.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,TRIGO,2,,1.0,1,960.0,1460.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,TRIGO,"A, B",,3.0,2,2400.0,3900.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,TRIGO,"A, B",,2.0,1,1600.0,1745.0,BEN&BEV ROBERTS PROP,,N,,
2000,TRIGO,"1,2,3,4",,3.0,2,2200.0,2880.0,BEN&BEV ROBERTS PROP,,N,,
2000,TRIGO,"A, B",,2.0,1.5,1745.0,2745.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,TRIGO,H,,3.0,3,2880.0,1695.0,KAMAP,,N,,
2000,TRIGO,"1,3",,2.0,2,1650.0,2650.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,TRIGO,"2, 4",,2.0,2,1695.0,2695.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,TRIGO,H,,4.0,2.5,2800.0,850.0,BEN&BEV ROBERTS PROP,,N,,
2000,TRIGO,"3, 5",,0.0,1,840.0,1340.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,TRIGO,6,,0.0,1,850.0,1350.0,"Bartlein & Company, Inc.",,N,Y,Y
2000,TRIGO,4,,0.0,1,820.0,1350.0,"Bartlein & Company, Inc.",,N,Y,Y
2002,ABREGO,,HOUSE,,,5100.0,950.0,Harwin Management,10.0,,N,N
2002,ABREGO,,HOUSE,,,4100.0,2300.0,Harwin Management,8.0,,N,N
2002,CERVANTES,"1, 3-9, 11-13",,1.0,,950.0,3450.0,Embarcadero Company,2.0,Y,,
2002,CORDOBA,"5, 6",,1.0,,950.0,2800.0,Embarcadero Company,2.0,N,,
2002,DEL PLAYA,A,DUPLEX,,,2300.0,4600.0,Harwin Management,4.0,,N,N
2002,DEL PLAYA,B,DUPLEX,,,3450.0,3300.0,Harwin Management,6.0,,N,N
2002,DEL PLAYA,"A, B",DUPLEX,,,2800.0,3000.0,Harwin Management,5.0,,N,N
2002,DEL PLAYA,,HOUSE,,,4600.0,3300.0,Harwin Management,8.0,,N,N
2002,DEL PLAYA,A,DUPLEX,,,3300.0,975.0,Harwin Management,6.0,,Y,Y
2002,DEL PLAYA,B,DUPLEX,,,3000.0,1800.0,Harwin Management,6.0,,Y,Y
2002,DEL PLAYA,,HOUSE,,,3300.0,950.0,Harwin Management,6.0,,N,N
2002,EL GRECO,8,,1.0,,975.0,4400.0,Embarcadero Company,2.0,N,,
2002,EL GRECO,"2, 3",,2.0,2,1800.0,2100.0,Embarcadero Company,4.0,N,,
2002,EL GRECO,"1, 2, 5-9",,1.0,,950.0,950.0,Embarcadero Company,2.0,N,,
2002,EL NIDO,,HOUSE,,,4400.0,950.0,Harwin Management,8.0,,N,N
2002,EL NIDO,"A, B",DUPLEX,,,2100.0,1500.0,Harwin Management,4.0,,N,N
2002,EMBARCADERO DEL MAR,"B, C, E, G",,1.0,,950.0,1800.0,Embarcadero Company,2.0,Y,,
2002,MADRID,"B, C, F, G, J",,1.0,,950.0,5100.0,Embarcadero Company,2.0,N,,
2002,MADRID,6,,2.0,,1500.0,5100.0,Embarcadero Company,4.0,N,,
2002,PARDALL,"D, E",,2.0,,1800.0,995.0,Embarcadero Company,3.0,N,,
2002,PASADO,,HOUSE,,,5100.0,1500.0,Harwin Management,10.0,,N,N
2002,PASADO,,HOUSE,,,5100.0,5100.0,Harwin Management,10.0,,N,N
2002,PICASSO,E,,1.0,1,995.0,3100.0,Harwin Management,,,Y,Y
2002,PICASSO,"A-C, H, J",,2.0,2,1500.0,3100.0,Harwin Management,,,Y,Y
2002,SABADO TARDE,,HOUSE,,,5100.0,6200.0,Harwin Management,10.0,,N,N
2002,SABADO TARDE,"A, B",DUPLEX,,,3100.0,1150.0,Harwin Management,6.0,,N,N
2002,SABADO TARDE,"A, B",DUPLEX,,,3100.0,5100.0,Harwin Management,6.0,,N,N
2002,SEGOVIA,,HOUSE,,,6200.0,3100.0,Harwin Management,14.0,,N,N
2002,SEVILLE,,APT,1.0,1,1150.0,4200.0,Harwin Management,,,N,N
2002,TRIGO,,HOUSE,,,5100.0,3100.0,Harwin Management,10.0,,N,N
2002,TRIGO,"A, B",DUPLEX,,,3100.0,2360.0,Harwin Management,6.0,,N,N
2002,TRIGO,,HOUSE,,,4200.0,1280.0,Harwin Management,8.0,,N,N
2002,TRIGO,A,,,,3100.0,1320.0,Harwin Management,6.0,,N,N
